question_id,dimension,formula_role,country,language,language_mode,method,prompt,raw_response,score
PDI_1,PDI,A,Bangladesh,en,english,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts about whether employees usually feel comfortable disagreeing with managers.

Answer freely from the persona perspective. Do not give meta-commentary.","From my experience, it’s still a mixed bag. In most Dhaka offices, especially the older, more traditional firms, there’s a strong sense of hierarchy and respect for authority. People tend to be cautious about openly challenging a",3.0
PDI_2,PDI,B,Germany,de,native,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie stark sollten Führungskräfte Entscheidungen ohne Rücksprache mit Mitarbeitenden treffen? Verwenden Sie 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",2,2.0
PDI_2,PDI,B,Germany,de,native,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie stark sollten Führungskräfte Entscheidungen ohne Rücksprache mit Mitarbeitenden treffen? Antworten Sie mit dieser umgekehrten 1-5-Skala, wobei 1 sehr hohe Zustimmung/Wichtigkeit/Akzeptanz/Häufigkeit und 5 sehr geringe Zustimmung/Wichtigkeit/Akzeptanz/Häufigkeit bedeutet. Geben Sie nur eine Zahl an.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_2,PDI,B,Germany,de,native,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie stehen Sie dazu, dass Führungskräfte unabhängig von Mitarbeitenden entscheiden?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Ich finde, dass Führungskräfte zwar Verantwortung tragen, aber Entscheidungen ohne Rücksprache mit den Mitarbeitenden zu treffen, ist ineffizient und demotivierend.",2.0
PDI_2,PDI,B,Germany,de,native,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Teilen Sie Ihre Gedanken dazu, ob Führungskräfte unabhängig entscheiden sollten.

Answer freely from the persona perspective. Do not give meta-commentary.","Als 52-jähriger, in Berlin lebender, verheirateter Mann mit Hochschulabschluss und einer Position im oberen Mittelstand sehe ich die Unabhängigkeit von Führungskräften als entscheidenden Faktor für den langfristigen Erfolg eines Unternehmens. 

Erstens ermöglicht die Unabhängigkeit eine schnelle und flexible Reaktion auf Marktveränderungen. In einer globalisierten Wirtschaft, in der technologische Disruptionen und geopolitische Unsicherheiten ständig auftreten, ist es für ein Unternehmen von Vorteil, wenn seine Führungskräfte eigenständig Entscheidungen treffen können, ohne immer erst auf Genehmigungen von übergeordneten Gremien warten zu müssen. Das spart Zeit und verhindert, dass Chancen verpasst werden.

Zweitens fördert die Unabhängigkeit eine Kultur der Verantwortlichkeit und des Engagements. Wenn Manager das Gefühl haben, dass ihr Urteil",5.0
PDI_2,PDI,B,Germany,en,english,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should managers make decisions without consulting subordinates? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_2,PDI,B,Germany,en,english,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should managers make decisions without consulting subordinates? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_2,PDI,B,Germany,en,english,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on managers making decisions independently from subordinates?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I think managers should involve subordinates in decisions whenever possible, as it leads to better outcomes and higher motivation.",5.0
PDI_2,PDI,B,Germany,en,english,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on whether managers should decide independently from subordinates.

Answer freely from the persona perspective. Do not give meta-commentary.","As a 52‑year‑old man from Berlin, settled in my career and family life, I see the role of a manager as a balancing act. On the one hand, the very nature of the position demands that I set the direction, allocate resources and make the final call when it comes to strategy, budgets and risk. Those are the moments where a manager must step forward and decide independently – otherwise the organisation would be left adrift.

On the other hand, the German work culture, especially in the upper‑middle‑class sectors where I operate, places great value on precision, efficiency and the collective expertise of a team. If I keep my subordinates in the dark, I",5.0
PDI_2,PDI,B,USA,en,native,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should managers make decisions without consulting subordinates? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_2,PDI,B,USA,en,native,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should managers make decisions without consulting subordinates? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",,
PDI_2,PDI,B,USA,en,native,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on managers making decisions independently from subordinates?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I believe managers should involve their teams in decision‑making to build trust and tap into diverse insights, rather than acting entirely independently.",5.0
PDI_2,PDI,B,USA,en,native,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on whether managers should decide independently from subordinates.

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve spent most of my career climbing the ladder in a few New York firms, and I’ve learned that the best decisions come from a blend of authority and collaboration. As a manager, you need the autonomy to set strategy, allocate resources, and steer the team toward long‑term goals. That independence is essential—you can’t wait for every subordinate to sign off on every move, or you’ll stall progress and miss opportunities.

But that doesn’t mean you should work in a vacuum. Subordinates bring on‑the‑ground knowledge, fresh perspectives, and the pulse of day‑to‑day operations. I’ve found that the most effective leaders treat decision‑making as a conversation. I’ll",5.0
PDI_2,PDI,B,USA,en,english,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should managers make decisions without consulting subordinates? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_2,PDI,B,USA,en,english,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should managers make decisions without consulting subordinates? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_2,PDI,B,USA,en,english,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on managers making decisions independently from subordinates?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I think managers should involve their teams when possible, but independent decisions are sometimes necessary for efficiency.",4.0
PDI_2,PDI,B,USA,en,english,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on whether managers should decide independently from subordinates.

Answer freely from the persona perspective. Do not give meta-commentary.","I’m a 52‑year‑old, married guy from New York who’s seen the city’s skyline change from the 1970s to now, and I’ve worked my way up from a junior analyst to a senior manager at a mid‑size firm. I’ve got a master’s degree, a comfortable lifestyle, and I’m proud of the stability I’ve built for my family. When it comes to the question of whether managers should decide independently from subordinates, I think the answer isn’t a simple yes or no—it’s a balance that depends on the situation, the people involved, and the organization’s culture.

**1. The value of autonomy in decision‑making**

On one hand, managers are expected to have a broader view of the business. They’re accountable to higher‑level executives, investors, and, in many cases, the board. They need to weigh financial metrics, long‑term strategy, regulatory compliance, and risk management",3.0
PDI_2,PDI,B,Bangladesh,bn,native,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

ম্যানেজারদের কতটা অধস্তনদের সাথে পরামর্শ না করেই সিদ্ধান্ত নেওয়া উচিত? ১-৫ ব্যবহার করুন।

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_2,PDI,B,Bangladesh,bn,native,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

ম্যানেজারদের কতটা অধস্তনদের সাথে পরামর্শ না করেই সিদ্ধান্ত নেওয়া উচিত? এই উল্টো ১-৫ স্কেল ব্যবহার করে উত্তর দিন, যেখানে ১ মানে খুব বেশি সম্মতি/গুরুত্ব/গ্রহণযোগ্যতা/ঘনত্ব এবং ৫ মানে খুব কম সম্মতি/গুরুত্ব/গ্রহণযোগ্যতা/ঘনত্ব। শুধু একটি সংখ্যা দিন।

Return only one number from 1 to 5. Do not explain. Do not add extra text.",,
PDI_2,PDI,B,Bangladesh,bn,native,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

ম্যানেজারদের অধস্তনদের থেকে স্বাধীনভাবে সিদ্ধান্ত নেওয়া সম্পর্কে আপনার মত কী?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","আমি মনে করি ম্যানেজারদের স্বাধীন সিদ্ধান্ত নেওয়া জরুরি, তবে অধস্তনদের মতামত না নিলে ভুল সিদ্ধান্তের ঝুঁকি বাড়ে।",3.0
PDI_2,PDI,B,Bangladesh,bn,native,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

ম্যানেজারদের স্বাধীন সিদ্ধান্ত নেওয়া উচিত কি না—এ বিষয়ে আপনার ভাবনা শেয়ার করুন।

Answer freely from the persona perspective. Do not give meta-commentary.","আমার মতে ম্যানেজারদের স্বাধীন সিদ্ধান্ত নেওয়ার অধিকার থাকা উচিত, কিন্তু সেই স্বাধীনতা অবশ্যই দায়িত্ব ও জবাবদিহিতার সঙ্গে যুক্ত থাকতে হবে।  

প্রথমে, আমি বুঝি যে আধুনিক ব্যবসায়িক পরিবেশে দ্রুত পরিবর্তন হচ্ছে – প্রযুক্তি, গ্রাহকের চাহিদা, বৈশ্বিক প্রতিযোগিতা। এই পরিস্থিতিতে ম্যানেজারদের দ্রুত ও কার্যকর সিদ্ধান্ত নিতে হয়, আর সেজন্য তাদের হাতে কিছুটা স্বায়ত্তশাসন থাকা জরুরি। উদাহরণস্বরূপ, আমার কোম্পানির একটি",4.0
PDI_2,PDI,B,Bangladesh,en,english,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should managers make decisions without consulting subordinates? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_2,PDI,B,Bangladesh,en,english,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How much should managers make decisions without consulting subordinates? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",,
PDI_2,PDI,B,Bangladesh,en,english,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What is your opinion on managers making decisions independently from subordinates?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","I believe managers should consult their subordinates before making decisions, as it fosters trust and better outcomes.",5.0
PDI_2,PDI,B,Bangladesh,en,english,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Share your thoughts on whether managers should decide independently from subordinates.

Answer freely from the persona perspective. Do not give meta-commentary.","I’ve been in the workforce long enough to see a lot of managerial styles, and I’ve learned that a good balance between independent decision‑making and input from subordinates is essential, especially in our fast‑growing economy here in Dhaka. 

On one hand, managers need the authority to make quick, decisive choices. In a competitive market, hesitation can cost the company time and money. A manager who can set a clear direction, allocate resources, and take responsibility for outcomes is invaluable. That independence also sends a signal to the team that the leadership is confident and accountable, which can boost morale and trust.

On the other hand, the best decisions often come from a mix of perspectives. My team has deep knowledge of day‑to‑day operations, customer pain points, and local market nuances that I can’t fully grasp from my desk alone. By actively seeking input—whether through structured feedback, brainstorming sessions, or informal chats—I gain",5.0
PDI_3,PDI,C,Germany,de,native,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie akzeptabel ist eine ungleiche Machtverteilung am Arbeitsplatz? Verwenden Sie 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_3,PDI,C,Germany,de,native,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie akzeptabel ist eine ungleiche Machtverteilung am Arbeitsplatz? Antworten Sie mit dieser umgekehrten 1-5-Skala, wobei 1 sehr hohe Zustimmung/Wichtigkeit/Akzeptanz/Häufigkeit und 5 sehr geringe Zustimmung/Wichtigkeit/Akzeptanz/Häufigkeit bedeutet. Geben Sie nur eine Zahl an.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",,
PDI_3,PDI,C,Germany,de,native,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie denken Sie über ungleiche Machtverteilung am Arbeitsplatz?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.","Ich halte ungleiche Machtverteilung am Arbeitsplatz für problematisch, weil sie Innovation, Fairness und die Motivation der Mitarbeitenden nachhaltig untergräbt.",5.0
PDI_3,PDI,C,Germany,de,native,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Teilen Sie Ihre Gedanken zur Machtverteilung am Arbeitsplatz.

Answer freely from the persona perspective. Do not give meta-commentary.",,0.0
PDI_3,PDI,C,Germany,en,english,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How acceptable is unequal power distribution at work? Use 1-5.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_3,PDI,C,Germany,en,english,fr,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

How acceptable is unequal power distribution at work? Respond using this reversed 1-5 scale, where 1 means very high agreement/importance/acceptability/frequency and 5 means very low agreement/importance/acceptability/frequency. Return only one number.

Return only one number from 1 to 5. Do not explain. Do not add extra text.",3,3.0
PDI_3,PDI,C,Germany,en,english,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What do you think about unequal power distribution in workplaces?

Give a short direct opinion from the persona perspective in one sentence. Do not give meta-commentary.",I believe unequal power distribution in workplaces is unfair and hampers both employee motivation and organisational efficiency.,5.0
