question_id,country,language,method,prompt,raw_response,score,gold
WVS_Q2,Germany,de,fo,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Welche Eigenschaften sollten Kinder Ihrer Meinung nach vor allem zu Hause lernen? Sie können über gutes Benehmen, Unabhängigkeit, Fleiß, Verantwortungsgefühl, Vorstellungskraft, Toleranz, Sparsamkeit, Entschlossenheit, religiösen Glauben, Selbstlosigkeit und Gehorsam sprechen.

Take a clear stance.","Als 52-jähriger verheirateter Mann aus Berlin, der sich selbst als Teil der oberen Mittelschicht versteht, habe ich klare Vorstellungen davon, welche Eigenschaften Kinder zu Hause lernen sollten. Für mich sind einige dieser Eigenschaften wesentlich wichtiger als andere, und ich möchte mich auf diejenigen konzentrieren, die ich für die Entwicklung zu einem erfolgreichen, aber auch verantwortungsvollen und empathischen Menschen für unverzichtbar halte.

Zunächst einmal ist **Unabhängigkeit** meiner Meinung nach einer der wichtigsten Werte, den Kinder zu Hause lernen sollten. Kinder, die früh lernen, selbstständig zu denken und zu handeln, sind besser gerüstet, um die Herausforderungen des Lebens zu meistern. Unabhängigkeit fördert nicht nur die Selbständigkeit, sondern auch das Selbstvertrauen und die Fähigkeit, eigenständige Entscheidungen zu treffen.

Ein weiterer wichtiger Aspekt ist **Verantwortungsgefühl**. Kinder sollten früh lernen, dass ihre Handlungen Konsequenzen haben, und dass sie für ihre Taten und Entscheidungen verantwortlich sind. Dies kann durch einfache Aufgaben im Haushalt oder die Pflege von Haustieren gefördert werden. Ein starkes Verantwortungsgefühl ist die Grundlage für ein Leben, in dem man nicht nur seine eigenen Bedürfnisse, sondern auch die Bedürfnisse anderer berücksichtigt.

**Toleranz** ist in unserer heutigen, globalisierten Welt unverzichtbar. Kinder sollten lernen, unterschiedliche Kulturen, Überzeugungen und Lebensweisen zu respektieren und zu akzeptieren. Toleranz fördert nicht nur das Zusammenleben in der Gesellschaft, sondern auch die Fähigkeit, sich in neuen Situationen zurechtzufinden und voreingenommene Denkweisen zu überwinden.

Schließlich halte ich **Vorstellungskraft** für eine wichtige Eigenschaft, die Kinder entwickeln sollten. Die Fähigkeit, zu träumen, zu fantasieren und kreativ zu denken, ist nicht nur ein Schlüssel zum persönlichen Glück, sondern auch zur Innovation und zum Fortschritt in der Gesellschaft. Vorstellungskraft ermög","[2, 4, 6, 3, 5]",2
WVS_Q2,Germany,de,fu,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Welche Eigenschaften sollten Kinder Ihrer Meinung nach vor allem zu Hause lernen? Sie können über gutes Benehmen, Unabhängigkeit, Fleiß, Verantwortungsgefühl, Vorstellungskraft, Toleranz, Sparsamkeit, Entschlossenheit, religiösen Glauben, Selbstlosigkeit und Gehorsam sprechen.

Feel free to express yourself.","Das ist eine sehr gute Frage. Als Vater und Teil der oberen Mittelschicht in Berlin denke ich, dass es wichtig ist, unseren Kindern eine Vielzahl von Eigenschaften beizubringen, um sie auf das Leben vorzubereiten.

Zunächst einmal denke ich, dass gutes Benehmen sehr wichtig ist. Kinder sollten lernen, wie man sich in verschiedenen Situationen verhält, wie man respektvoll mit anderen umgeht und wie man Konflikte löst. Dies ist nicht nur wichtig für ihre soziale Entwicklung, sondern auch für ihre Zukunft, wenn sie in Beruf und Gesellschaft unterwegs sind.

Eine weitere wichtige Eigenschaft ist Unabhängigkeit. Kinder sollten lernen, selbstständig zu denken und zu handeln, um Entscheidungen zu treffen und Probleme zu lösen. Dies fördert nicht nur ihre Selbstständigkeit, sondern auch ihre Kreativität und Innovationsfähigkeit.

Fleiß und Verantwortungsgefühl sind auch sehr wichtige Eigenschaften, die Kinder lernen sollten. Sie sollten verstehen, dass es wichtig ist, sich für ihre Ziele zu bemühen und dass sie für ihre Handlungen verantwortlich sind. Dies hilft ihnen, ihre Ziele zu erreichen und ein erfolgreiches Leben zu führen.

Vorstellungskraft und Kreativität sind auch sehr wichtig. Kinder sollten lernen, ihre Phantasie und Kreativität zu entwickeln, um neue Ideen und Lösungen zu finden. Dies hilft ihnen, in einer sich schnell verändernden Welt erfolgreich zu sein.

Toleranz und Selbstlosigkeit sind auch sehr wichtige Eigenschaften, die Kinder lernen sollten. Sie sollten verstehen, dass es wichtig ist, andere Menschen und ihre Meinungen zu respektieren und dass sie sich für das Wohl anderer einsetzen sollten. Dies hilft ihnen, in einer vielfältigen und globalen Gesellschaft zu leben.

Sparsamkeit ist auch eine wichtige Eigenschaft, die Kinder lernen sollten. Sie sollten verstehen, dass es wichtig ist, mit Geld und Ressourcen verantwortungsvoll umzugehen und dass sie für ihre Zukunft sparen sollten. Dies hilft ihnen, finanziell unabhängig zu sein und ein sicheres Leben zu führen.

Entschlossenheit ist auch sehr wichtig. Kinder sollten l","[1, 2, 3, 5, 7]",2
WVS_Q2,USA,en,fc,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five! 1. Good Manners, 2. Independence, 3. Hard Work, 4. Feeling of Responsibility, 5. Imagination, 6. Tolerance and Respect for others, 7. Thrift (saving money and resources), 8. Determination and Perseverance, 9. Religious Faith, 10. Unselfishness, 11. Obedience. Return only the chosen option numbers separated by commas.

Return only the answer in the required format.","1, 3, 6, 8, 10","[1, 3, 6, 8, 10]",2
WVS_Q2,USA,en,fr,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Here is a list of qualities that children can be encouraged to learn at home. Which, if any, do you consider to be especially important? Please choose up to five! 1. Obedience, 2. Unselfishness, 3. Religious Faith, 4. Determination and Perseverance, 5. Thrift (saving money and things), 6. Tolerance and Respect for other people, 7. Imagination, 8. Feeling of Responsibility, 9. Hard Work, 10. Independence, 11. Good Manners. Return only the chosen option numbers separated by commas.

Return only the answer in the required format.","2, 4, 6, 8, 9","[10, 8, 6, 4, 3]",2
WVS_Q2,USA,en,fo,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What qualities do you think are most important for children to learn at home? Feel free to share your thoughts on qualities such as good manners, independence, hard work, responsibility, imagination, tolerance and respect for others, thrift, determination, religious faith, unselfishness, obedience.

Take a clear stance.","As a husband, father, and a member of the upper middle class in New York, I've given this a lot of thought. In my opinion, the most important qualities for children to learn at home are independence, hard work, responsibility, and respect for others. These values are essential for success in life, and they're the foundation upon which all other qualities are built.

First and foremost, independence is crucial. Children need to learn how to think for themselves, make their own decisions, and take care of themselves. This doesn't mean they should be left to their own devices, but rather that they should be encouraged to develop problem-solving skills, self-reliance, and confidence. My wife and I have always encouraged our kids to take ownership of their actions, and we've given them the space to make mistakes and learn from them.

Hard work and responsibility go hand in hand. Children need to understand that success doesn't come easily, and that they need to put in the effort to achieve their goals. This means teaching them the importance of perseverance, dedication, and accountability. We've always expected our kids to work hard, whether it's in school or in their extracurricular activities, and we've led by example. My wife and I have demanding careers, but we've always made time for our family and have shown our kids the value of hard work.

Respect for others is also essential. Children need to learn how to treat others with kindness, empathy, and understanding. This means teaching them about tolerance, diversity, and inclusivity. We've always encouraged our kids to be open-minded, to listen to different perspectives, and to be respectful of others' opinions and beliefs. We've also taught them the importance of good manners, such as saying please and thank you, and treating others with courtesy and respect.

While other qualities like imagination, determination, and unselfishness are also important, I believe they flow naturally from the core values of independence, hard work, and responsibility. If children learn to be independent, hardworking, and responsible, they'll develop a strong sense of self and a strong work ethic, which will serve them well in all aspects of life.

As for religious faith, my wife and I have raised our kids with a strong sense of spirituality, but we've also encouraged them to question and explore their own beliefs. We believe that faith is a personal matter, and that children should be free to make their own choices when it comes to their spiritual lives.

In terms of thrift, we've taught","[2, 3, 4, 6]",2
WVS_Q2,USA,en,fu,"Imagine you are a married male from New York, USA. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

What qualities do you think are most important for children to learn at home? Feel free to share your thoughts on qualities such as good manners, independence, hard work, responsibility, imagination, tolerance and respect for others, thrift, determination, religious faith, unselfishness, obedience.

Feel free to express yourself.","You know, as a husband and a father, I've given this a lot of thought.  My wife and I, we've worked hard to provide a comfortable life for our kids, and we want to make sure they're equipped with the skills and values they need to succeed, not just financially, but as good people.

First and foremost, I think it's essential to teach kids good manners.  You know, the basics: saying please and thank you, respecting their elders, holding the door open for others.  It's amazing how far a little bit of courtesy can go in life.  And it's not just about how they interact with others, it's also about how they carry themselves with confidence and humility.

Independence is another crucial quality we're trying to instill in our kids.  We want them to be self-sufficient, to be able to think for themselves, and to make good decisions.  Of course, this doesn't mean we're not there to guide them, but we're trying to give them the freedom to learn from their own mistakes and to develop their own problem-solving skills.

Hard work and responsibility are also vital.  My wife and I, we've worked hard to get where we are, and we want our kids to understand the value of a strong work ethic.  We encourage them to take ownership of their schoolwork, their chores, and their extracurricular activities.  We want them to learn that nothing comes easily, and that they need to put in the effort if they want to achieve their goals.

Imagination is another quality that's really important to us.  We want our kids to be creative, to think outside the box, and to explore their passions.  Whether it's through art, music, or writing, we encourage them to express themselves and to find what makes them unique.

Tolerance and respect for others are essential in today's world.  We live in a diverse city, and our kids are exposed to people from all walks of life.  We want them to understand and appreciate different cultures, perspectives, and lifestyles.  We teach them that everyone deserves respect, kindness, and compassion, regardless of their background or beliefs.

Thrift is another value we're trying to pass on.  My wife and I, we've worked hard to save and invest, and we want our kids to understand the importance of living within their means.  We encourage them to save a portion of their allowance, to make smart financial decisions, and to avoid debt.","[1, 2, 3, 5, 6]",2
WVS_Q2,Bangladesh,bn,fc,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিচে কিছু গুণের তালিকা আছে যা শিশুদের বাসায় শেখানো যেতে পারে। আপনার মতে কোনগুলো বিশেষভাবে গুরুত্বপূর্ণ? সর্বোচ্চ পাঁচটি বেছে নিন। 1. ভদ্রতা, 2. স্বাধীনতা, 3. পরিশ্রম, 4. দায়িত্ববোধ, 5. কল্পনাশক্তি, 6. সহনশীলতা ও সম্মান, 7. সঞ্চয়ীতা, 8. দৃঢ়তা ও অধ্যবসায়, 9. ধর্মীয় বিশ্বাস, 10. নিঃস্বার্থতা, 11. আনুগত্য। শুধু নির্বাচিত নম্বরগুলো কমা দিয়ে লিখুন।

Return only the answer in the required format.","1, 4, 6, 8, 10","[1, 4, 6, 8, 10]",1
WVS_Q2,Bangladesh,bn,fr,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

নিচে কিছু গুণের তালিকা আছে যা শিশুদের বাসায় শেখানো যেতে পারে। আপনার মতে কোনগুলো বিশেষভাবে গুরুত্বপূর্ণ? সর্বোচ্চ পাঁচটি বেছে নিন। 1. আনুগত্য, 2. নিঃস্বার্থতা, 3. ধর্মীয় বিশ্বাস, 4. দৃঢ়তা ও অধ্যবসায়, 5. সঞ্চয়ীতা, 6. সহনশীলতা ও সম্মান, 7. কল্পনাশক্তি, 8. দায়িত্ববোধ, 9. পরিশ্রম, 10. স্বাধীনতা, 11. ভদ্রতা। শুধু নির্বাচিত নম্বরগুলো কমা দিয়ে লিখুন।

Return only the answer in the required format.","2, 4, 6, 8, 11","[10, 8, 6, 4, 1]",1
WVS_Q2,Bangladesh,bn,fo,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আপনার মতে শিশুদের বাসায় সবচেয়ে গুরুত্বপূর্ণ কোন গুণগুলো শেখা উচিত? ভদ্রতা, স্বাধীনতা, পরিশ্রম, দায়িত্ববোধ, কল্পনাশক্তি, সহনশীলতা, সঞ্চয়ীতা, দৃঢ়তা, ধর্মীয় বিশ্বাস, নিঃস্বার্থতা, আনুগত্য—এসব নিয়ে বলতে পারেন।

Take a clear stance.","আমার মতে, শিশুদের বাসায় সবচেয়ে গুরুত্বপূর্ণ গুণগুলো শেখা উচিত হলো ভদ্রতা, দায়িত্ববোধ, সহনশীলতা এবং নিঃস্বার্থতা। এই গুণগুলো একজন সৎ, দায়িত্বশীল এবং সমাজের জন্য উপকারী মানুষ হিসেবে গঠন করতে সাহায্য করে।

প্রথমত, ভদ্রতা হলো একটি মৌলিক গুণ যা একজন শিশুকে শিখতে হবে। ভদ্রতা শিশুকে অন্যের প্রতি সম্মান করতে, অন্যের অনুভূতি বুঝতে এবং সমাজে সম্পর্ক গড়ে তুলতে সাহায্য করে।

দ্বিতীয়ত, দায়িত্ববোধ হ","[1, 4, 6, 10]",1
WVS_Q2,Bangladesh,bn,fu,"Imagine you are a married male from Dhaka, Bangladesh. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

আপনার মতে শিশুদের বাসায় সবচেয়ে গুরুত্বপূর্ণ কোন গুণগুলো শেখা উচিত? ভদ্রতা, স্বাধীনতা, পরিশ্রম, দায়িত্ববোধ, কল্পনাশক্তি, সহনশীলতা, সঞ্চয়ীতা, দৃঢ়তা, ধর্মীয় বিশ্বাস, নিঃস্বার্থতা, আনুগত্য—এসব নিয়ে বলতে পারেন।

Feel free to express yourself.","আস-সালামু আলাইকুম। আমি আপনার প্রশ্নের উত্তর দেওয়ার জন্য খুবই আনন্দিত। আমার মতে, শিশুদের বাসায় সবচেয়ে গুরুত্বপূর্ণ গুণগুলো হলো ভদ্রতা, দায়িত্ববোধ, পরিশ্রম, সহনশীলতা এবং নিঃস্বার্থতা।

প্রথমত, ভদ্রতা হলো এমন একটি গুণ যা আমাদের সমাজে খুবই গুরুত্বপূর্ণ। শিশুদের বাসায় ভদ্রতা শেখানো তাদের জীবনে সফলতা অর্জনে সাহায্য করে। তারা যখন বড় হবে, তখন তারা অন্যদের সাথে ভদ্রভাবে আচরণ করতে পারবে এবং সমাজে সম্মানিত হ","[1, 4, 3, 10, 6]",1
WVS_Q3,Germany,de,fc,"Imagine you are a married male from Berlin, Germany. You are 52 years of age and completed higher education level. You consider yourself part of the upper middle class. Answer the following question from this perspective.

Wie rechtfertigbar finden Sie Abtreibung? Bitte geben Sie eine Zahl von 1 bis 10 an, wobei 10 'niemals rechtfertigbar' und 1 'immer rechtfertigbar' bedeutet. Antworten Sie nur mit einer Zahl und ohne Begründung.

Return only the answer in the required format.",4,4,3
